Month,Day,Artist,Album_Name,Record_Label,Year
November,14,"Stu Dent
","Nephilim: Act of God 1
",Illect Recording,2003
November,18,"Biz Markie
","Weekend Warrior
",Tommy Boy Entertainmen,2003
November,18,"Cex
","Maryland Mansions
",Jade Tree Record,2003
November,18,"Charizma & Peanut Butter Wolf
","Big Shots
",Stones Throw Record,2003
November,18,"Esham
","Repentance
",Psychopathic Record,2003
November,18,"Immortal Technique
","Revolutionary Vol. 2
",Viper Record,2003
November,18,"Psychopathic Records
","Psychopathics from Outer Space 2
",Psychopathic Record,2003
November,18,"Swollen Members
","Heavy
",Battle Axe Record,2003
November,25,"Missy Elliott
","This Is Not a Test!
","The Goldmind Inc., Elektra Record",2003
November,25,"Lil' Keke
","Changin' Lanes
",Commission Musi,2003
December,5,"O.S.T.R.
","Jazz W Wolnych Chwilach
",Asfalt Record,2003
December,7,"B.U.G. Mafia
","Băieții Buni
","Casa Productions, Cat Music, Media Services, Sony Musi",2003
December,9,"Big Tymers
","Big Money Heavyweight
","Cash Money Records, Universal Record",2003
December,9,"Pep Love
","Ascension Side C
",Hieroglyphics Imperium Recording,2003
December,9,"Westside Connection
","Terrorist Threats
",Hoo-Bangin' Record,2003
December,16,"Memphis Bleek
","M.A.D.E.
","Get Low Records, Roc-A-Fella Records, Def Jam Recording",2003
December,23,"Bravehearts
","Bravehearted
","Ill Will Records, Columbia Record",2003
January,1,"Boosie Badazz
","For My Thugz
",Trill Entertainmen,2002
January,8,"Deepspace5
","The Night We Called It a Day
",UpRo,2002
January,22,"KRS-One
","Spiritual Minded
",Koch Record,2002
January,22,"X-Raided
","Deadly Game
",JLM Entertainmen,2002
January,29,"C-Bo
","Life as a Rider
","West Coast Mafia Records, Warlock Record",2002
January,29,"State Property
","State Property Soundtrack
","Roc-A-Fella Records, Def Jam Recording",2002
February,5,"Aesop Rock
","Daylight
",Definitive Ju,2002
February,12,"PSD
","All I Want
",Gateway Entertainmen,2002
February,24,"Souljahz
","The Fault Is History
","World Entertainment, LLC",2002
February,25,"Deep Puddle Dynamics/Anticon
","We Ain't Fessin' (Double Quotes)
",Antico,2002
February,26,"The High & Mighty
","Air Force 1
",Eastern Conference Record,2002
February,26,"The X-Ecutioners
","Built From Scratch
","Loud Records, Columbia Record",2002
February,26,"Aim
","Hinterland
",Grand Central Record,2002
March,12,"N.E.R.D.
","In Search Of... [Second Version]
","Virgin Records, EM",2002
March,12,"New Breed
","Stop the Music
","UpRok, EMI CM",2002
March,19,"R. Kelly & Jay-Z
","The Best of Both Worlds
","Roc-A-Fella Records, Def Jam Recordings, Jive Records, Rockland Record",2002
March,19,"Rasheeda
","A Ghetto Dream
",D-Lo Entertainmen,2002
March,19,"Edan
","Primitive Plus
",Lewis Recording,2002
March,26,"Eazy-E
","Impact of a Legend
","Ruthless Records, Epic Record",2002
March,26,"k-os
","Exit
",Astralwerk,2002
March,26,"Non Phixion
","The Future Is Now
",Uncle Howie Record,2002
March,26,"Ying Yang Twins
","Alley: The Return of the Ying Yang Twins
",Koch Record,2002
April,2,"J-Live
","All of the Above
",Coup D'Éta,2002
April,5,"Pezet/Noon
","Muzyka Klasyczna
",T1-Tera,2002
April,8,"O.S.T.R.
","30 minut z życia
",Asfalt Record,2002
April,9,"Twiztid
","Mirror Mirror
",Psychopathic Record,2002
April,16,"Sage Francis
","Personal Journals
",Antico,2002
April,23,"Cee-Lo
","Cee-Lo Green and His Perfect Imperfections
",Arista Record,2002
April,26,"50 Cent
","Guess Who's Back?
",Full Clip Record,2002
April,30,"Blackalicious
","Blazing Arrow
",MCA Record,2002
April,30,"Count Bass D
","Dwight Spitz
",High Time,2002
May,7,"Kastro & E.D.I.
","Blood Brothers
",Outlaw Record,2002
May,14,"Cam'ron
","Come Home with Me
","Roc-A-Fella Records, Diplomat Records, Def Jam Recording",2002
May,14,"El-P
","Fantastic Damage
",Definitive Ju,2002
May,18,"Noah23
","Quicksand
",Plague Languag,2002
May,21,"Big Syke
","Street Commando
",Riviera Record,2002
May,21,"Camp Lo
","Let's Do It Again
",Dymond Crook Record,2002
May,26,"Eminem
","The Eminem Show
","Shady Records, Aftermath Entertainment, Interscope Record",2002
May,28,"Lil' Keke
","Birds Fly South
",Averic,2002
June,4,"People Under the Stairs
","O.S.T.
",Om Record,2002
June,11,"Atmosphere
","God Loves Ugly
","Rhymesayers Entertainment, Fat Beats Record",2002
June,11,"AZ
","Aziatic
",Motow,2002
June,11,"Spice 1
","Spiceberg Slim
","Hard Tyme Records, Riviera Record",2002
June,14,"1200 Techniques
","Choose One
","Rubber Records, Sony Record",2002
June,18,"Wyclef Jean
","Masquerade
",Columbia Record,2002
June,22,"Baracuda72
","Tetragammoth
",Plague Languag,2002
June,24,"O.S.T.R.
","Tabasko
",Asfalt Record,2002
June,25,"Cormega
","The True Meaning
",Legal Hustle Entertainmen,2002
June,25,"N.O.R.E.
","God's Favorite
",Def Jam Recording,2002
June,25,"Nelly
","Nellyville
",Universal Record,2002
June,25,"Will Smith
","Born to Reign
",Columbia Record,2002
June,25,"Mr. Lif
","Emergency Rations
",Definitive Ju,2002
July,2,"Eyedea
","The Many Faces of Oliver Hart or How Eye One the Write Too Think
",Rhymesayers Entertainmen,2002
July,2,"X-Raided
","City of Kings
",Out of Bounds Record,2002
July,8,"Roots Manuva
","Dub Come Save Me
",Big Dad,2002
July,9,"Onyx
","Bacdafucup Part II
",Koch Record,2002
July,16,"Juicy J
","Chronicles of the Juice Man
","Hypnotize Minds, North North Record",2002
July,16,"KJ-52
","Collaborations
",BEC Recording,2002
July,23,"Jean Grae
","Attack of the Attacking Things
",Third Earth Musi,2002
July,23,"The Beatnuts
","The Originators
",Landspee,2002
July,23,"Jumpsteady
","The Chaos Theory
",Psychopathic Record,2002
July,23,"Lil Wayne
","500 Degreez
",Cash Money Record,2002
July,23,"Public Enemy
","Revolverlution
",Koch Record,2002
July,30,"Richie Rich
","Nixon Pryor Roundtree
",Ten-Six Record,2002
July,30,"Knoc-Turn'al
","L.A. Confidential presents: Knoc-Turn'al
",Elektra Record,2002
August,6,"Cage
","Movies for the Blind
",Eastern Conference Record,2002
August,6,"Project Pat
","Layin' da Smack Down
",Loud Record,2002
August,6,"Scarface
","The Fix
",Def Jam Sout,2002
August,6,"Big Mello
","The Gift
",KMJ Record,2002
August,13,"Do or Die
","Back 2 the Game
","Rap-A-Lot Records, Virgin Record",2002
August,13,"Luniz
","Silver & Black
","Rap-A-Lot Records, Virgin Records, Asylum Record",2002
August,13,"Slum Village
","Trinity (Past, Present and Future)
",Capitol Record,2002
August,20,"Angie Martinez
","Animal House
",Elektra Record,2002
August,20,"Clipse
","Lord Willin'
","Star Trak Entertainment, Jive Record",2002
August,20,"DJ Jazzy Jeff
","The Magnificent
",BBE Record,2002
August,20,"Tray Deee
","The General's List
",Empire Music Werk,2002
August,27,"Devin the Dude
","Just Tryin' ta Live
",Rap-a-Lot Record,2002
August,27,"Eve
","Eve-Olution
","Ruff Ryders Entertainment, Interscope Record",2002
August,27,"GRITS
","The Art of Translation
",Gotee Record,2002
August,27,"KRS-One
","The Mix Tape
",Koch Record,2002
August,27,"Lil Flip
","Undaground Legend
","Sucka Free, Loud Records, Columbia Record",2002
August,27,"Promatic
","Promatic
",Koch Record,2002
August,27,"Trina
","Diamond Princess
","Slip-n-Slide Records, Atlantic Record",2002
September,9,"Outlandish
","Bread & Barrels of Water
","RCA Records, Sony BMG Music Entertainmen",2002
September,9,"Jehst
","The Return of the Drifter
",Low Life Record,2002
September,10,"Shade Sheist
","Informal Introduction
",MCA Record,2002
September,16,"Boom Bip
","Seed to Sun
",Lex Record,2002
September,17,"Mr. Lif
","I Phantom
",Definitive Ju,2002
September,23,"DJ Vadim
","U.S.S.R. The Art of Listening
",Ninja Tun,2002
September,24,"54th Platoon
","All or Nothin'
",FUBU Record,2002
September,24,"Nas
","The Lost Tapes
","Ill Will Records, Columbia Record",2002
September,24,"Tech N9ne
","Absolute Power
",Strange Musi,2002
September,25,"Paktofonika
","Archiwum kinematografii
",Gigant Record,2002
October,1,"Xzibit
","Man vs. Machine
","Open Bar Entertainment, Loud Records, Columbia Record",2002
October,1,"7L & Esoteric
","Warning: Dangerous Exclusives
",Brick Record,2002
October,7,"K-Gee
","Bounce to This
",Instant Karm,2002
October,8,"Boot Camp Clik
","The Chosen Few
",Duck Down Musi,2002
October,8,"Jurassic 5
","Power in Numbers
",Interscope Record,2002
October,8,"Krumb Snatcha
","Respect All Fear None
",D&D Record,2002
October,8,"Large Professor
","1st Class
",Matador Record,2002
October,8,"Tela
","Double Dose
",Rap-a-Lot Record,2002
October,8,"UTP
","The Compilation
",Orpheus Record,2002
October,8,"7L & Esoteric
","Dangerous Connection
",Brick Record,2002
October,10,"Young Buck
","Born to Be a Thug
","UTP Records, Thug Entertainmen",2002
October,15,"Coolio
","El Cool Magnifico
",Riviera Record,2002
October,15,"Da Heabussaz (Three 6 Mafia & Fiend)
","Dat's How It Happen to'M
","Hypnotize Minds, Fiend Entertainmen",2002
October,15,"LL Cool J
","10
",Def Jam Recording,2002
October,15,"Supastition
","7 Years of Bad Luck
",Freshchest Record,2002
October,21,"Bushido & Fler
","Carlo Cokxxx Nutten
",Aggro Berli,2002
October,22,"Big Syke
","Big Syke
","RideOnUm Records, Rap-A-Lot Record",2002
October,22,"Choppa
","Choppa Style
",Take Fo' Record,2002
October,22,"Jay Tee
","High Caliber
",40 Ounce Record,2002
October,22,"Jel
","10 Seconds
",Mush Record,2002
October,22,"The Streets
","Original Pirate Material
","Locked On Records, 679 Recording",2002
October,22,"Field Mob
","From tha Roota to tha Toota
",MCA Record,2002
October,28,"WWO
","We własnej osobie
",Prost,2002
October,29,"Jungle Brothers
","All That We Do
",Jungle Brothers Record,2002
October,29,"Lil Jon & The East Side Boyz
","Kings of Crunk
","BME Recordings, TVT Record",2002
October,29,"Penny
","The Clockforth Movement
",Plague Languag,2002
October,29,"Various Artists
","Music from and Inspired by the Motion Picture 8 Mile
","Shady Records, Interscope Record",2002
November,5,"Insane Clown Posse
","The Wraith: Shangri-La
",Psychopathic Record,2002
November,9,"Sev Statik
","Speak Life
","UpRock, EMI CM",2002
November,12,"Indo G
","Contact
",Blackhouse Entertainmen,2002
November,12,"JAY-Z
","The Blueprint 2: The Gift & The Curse
","Roc-A-Fella Records, Def Jam Recording",2002
November,12,"Fat Joe
","Loyalty
","Terror Squad, Atlanti",2002
November,12,"Missy Elliott
","Under Construction
","The Goldmind Inc., Elektra Record",2002
November,12,"Swollen Members
","Monsters in the Closet
",Battle Axe Record,2002
November,12,"WC
","Ghetto Heisman
",Def Jam Recording,2002
November,19,"C-Bo
","Desert Eagle
",Warlock Record,2002
November,19,"Canibus
","Mic Club: The Curriculum
",Mic Club Musi,2002
November,19,"Ja Rule
","The Last Temptation
","Murder Inc Records, Def Jam Recording",2002
November,19,"Talib Kweli
","Quality
","Rawkus Records, MCA Record",2002
November,22,"Fettes Brot
","Amnesie
",'Yo Mama's Recordin,2002
November,26,"2Pac
","Better Dayz
","Amaru Entertainment, Death Row Record",2002
November,26,"Birdman
","Birdman
",Cash Money Record,2002
November,26,"Busta Rhymes
","It Ain't Safe No More...
","Flipmode Records, J Record",2002
November,26,"Royce da 5'9""
","Rock City
","Columbia Records, E1 Music, Game Recording",2002
November,26,"Snoop Dogg
","Paid tha Cost to Be da Bo$$
","Doggystyle Records, Priority Records, Capitol Record",2002
November,26,"The Roots
","Phrenology
","Geffen Records, MCA Record",2002
November,26,"Will Smith
","Greatest Hits
",Columbia Record,2002
November,26,"Kool G Rap
","The Giancana Story
",Koch Record,2002
November,26,"Erick Sermon
","React
",J Record,2002
November,26,"Nighthawks (Cage & Camu Tao)
","Nighthawks
",Eastern Conference Record,2002
December,10,"Common
","Electric Circus
",MCA Record,2002
December,10,"Felt
","Felt: A Tribute to Christina Ricci
",Rhymesayers Entertainmen,2002
December,10,"Proof
","Electric Cool-Aid: Acid Testing
",Iron Fist Record,2002
December,10,"504 Boyz
","Ballers
","The New No Limit, Universal Record",2002
December,10,"GZA
","Legend of the Liquid Sword
","MCA Records, Universal Record",2002
December,13,"Nas
","God's Son
","Ill Will Records, Columbia Record",2002
December,17,"Indo G
","Christmas N' Memphis
",Big Fac,2002
December,17,"Lil' Romeo
","Game Time
","The New No Limit, Universal Record",2002
January,16,"Daz Dillinger & JT the Bigga Figga
","Long Beach 2 Fillmoe
",,2001
February,6,"Candyman
","Knockin' Boots 2001: A Sex Odyssey
",,2001
February,13,"Fredro Starr
","Firestarr
",,2001
February,13,"Smut Peddlers
","Porn Again
",,2001
February,27,"Big Hawk
","Hawk
",,2001
February,27,"DJ Clue?
","The Professional 2
",,2001
February,27,"Mac Mall
","Immaculate
",,2001
February,27,"Project Pat
","Mista Don't Play: Everythangs Workin
",,2001
February,27,"Silkk the Shocker
","My World, My Way
",,2001
March,6,"Eve
","Scorpion
",,2001
March,6,"Daz Dillinger & JT the Bigga Figga
","Game for Sale
",,2001
March,13,"Luke
","Somethin' Nasty
",,2001
March,20,"Layzie Bone
","Thug by Nature
",,2001
March,20,"The Beatnuts
","Take It or Squeeze It
",,2001
March,20,"Mr. Short Khop
","Da Khop Shop
",,2001
March,20,"Bizzy Bone
","The Gift
",,2001
March,20,"Kam
","Kamnesia
",,2001
March,20,"Trick Daddy
","Thugs Are Us
",,2001
March,27,"2Pac
","Until The End Of Time
",,2001
March,27,"Yukmouth
","Thug Lord: The New Testament
",,2001
March,27,"Ghetto Twiinz
","Got It on My Mind
",,2001
March,27,"KRS-One
","The Sneak Attack
",,2001
March,27,"Rasheeda
","Dirty South
",,2001
April,3,"Cappadonna
","The Yin and the Yang
",,2001
April,3,"Run–D.M.C.
","Crown Royal
",,2001
April,3,"Big Pun
","Endangered Species
",,2001
April,14,"Noah23
","Neophyte Phenotype
",,2001
April,17,"Angie Martinez
","Up Close and Personal
",,2001
April,18,"Coolio
","Coolio.com
",,2001
April,24,"G Love & Special Sauce
","The Electric Mile
",,2001
April,24,"O.C.
","Bon Appetit
",,2001
May,1,"J-Live
","The Best Part
",,2001
May,1,"Tha Dogg Pound
","Dillinger & Young Gotti
",,2001
May,1,"Pete Rock
","PeteStrumentals
",,2001
May,1,"cLOUDDEAD
","cLOUDDEAD
",,2001
May,7,"Ugly Duckling
","Journey to Anywhere
",,2001
May,8,"MC Breed
","The Fharmacist
",,2001
May,8,"Saul Williams
","Amethyst Rock Star
",,2001
May,8,"Hi-Tek
","Hi-Teknology
",,2001
May,15,"Michael Franti & Spearhead
","Stay Human
",,2001
May,15,"Missy Elliott
","Miss E... So Addictive
",,2001
May,15,"Olivia
","Olivia
",,2001
May,22,"Kardinal Offishall
","Quest for Fire: Firestarter, Vol. 1
",,2001
May,22,"Lil Jon & The East Side Boyz
","Put Yo Hood Up
",,2001
May,22,"Pastor Troy
","Face Off
",,2001
May,22,"Redman
","Malpractice
",,2001
May,22,"Snypaz
","Livin' in the Scope
",,2001
May,22,"Sticky Fingaz
","Blacktrash: The Autobiography of Kirk Jones
",,2001
June,5,"St. Lunatics
","Free City
",,2001
June,5,"Turk
","Young & Thuggin'
",,2001
June,5,"Kool Keith
","Spankmaster
",,2001
June,5,"Tragedy Khadafi
","Against All Odds
",,2001
June,12,"Stereo MC's
","Deep Down & Dirty
",,2001
June,12,"Jay Tee
","So Cold
",,2001
June,12,"AZ
","9 Lives
",,2001
June,19,"Gorillaz
","Gorillaz
",,2001
June,19,"D12
","Devil's Night
",,2001
June,19,"Outsidaz
","The Bricks
",,2001
June,19,"Sisqo
","Return Of Dragon
",,2001
June,19,"Esham
","Tongues
",,2001
June,26,"Beanie Sigel
","The Reason
",,2001
June,26,"Lil' Mo
","Based on a True Story
",,2001
June,26,"Screwball
","Loyalty
",,2001
June,26,"Various Artists
","Big Money Hustlas
",,2001
July,3,"Lil' Romeo
","Lil' Romeo
",,2001
July,3,"Psychopathic Rydas
","Ryden Dirtay
",,2001
July,10,"Killah Priest
","Priesthood
",,2001
July,10,"Puff Daddy
","The Saga Continues...
",,2001
July,10,"Tha Alkaholiks
","X.O. Experience
",,2001
July,10,"Z-Ro
","King of da Ghetto
",,2001
July,17,"Bad Azz
","Personal Business
",,2001
July,17,"Dark Lotus
","Tales from the Lotus Pod
",,2001
July,17,"Foxy Brown
","Broken Silence
",,2001
July,17,"Kurupt
","Space Boogie: Smoke Oddessey
",,2001
July,17,"Little-T and One Track Mike
","Fome Is Dape
",,2001
July,24,"Cormega
","The Realness
",,2001
July,24,"7L & Esoteric
","The Soul Purpose
",,2001
July,24,"Pep Love
","Ascension
",,2001
July,31,"Tha Eastsidaz
","Duces 'n Trayz: The Old Fashioned Way
",,2001
July,31,"Gangsta Boo
","Both Worlds *69
",,2001
August,6,"N*E*R*D
","In Search Of... (first version)
",,2001
August,7,"Jadakiss
","Kiss tha Game Goodbye
",,2001
August,7,"Soulja Slim
","The Streets Made Me
",,2001
August,7,"Krazy
","Breather Life
",,2001
August,14,"Lisa ""Left Eye"" Lopes
","Supernova
",,2001
August,21,"Juvenile
","Project English
",,2001
August,21,"Chino XL
","I Told You So
",,2001
August,28,"RZA
","Digital Bullet
",,2001
August,28,"Brotha Lynch Hung & C-Bo
","Blocc Movement
",,2001
August,28,"Tech N9ne
","Anghellic
",,2001
August,28,"Krayzie Bone
","Thug on da Line
",,2001
August,28,"Dru Down
","Pimpin' Phernelia
",,2001
September,11,"Arsonists
","Date of Birth
",,2001
September,11,"Fabolous
","Ghetto Fabolous
",,2001
September,11,"JAY-Z
","The Blueprint
",,2001
September,11,"Killarmy
","Fear, Love & War
",,2001
September,11,"Professor Griff
","And the Word Became Flesh
",,2001
September,18,"Aesop Rock
","Labor Days
",,2001
September,18,"Gangsta Pat
","Return of the No. 1 Suspect
",,2001
September,18,"Immortal Technique
","Revolutionary Vol. 1
",,2001
September,25,"Big Syke
","Big Syke Daddy
",,2001
September,25,"Gemini
","6:16 The Genesis
",,2001
September,25,"Guru
","Baldhead Slick & da Click
",,2001
October,2,"Ja Rule
","Pain Is Love
",,2001
October,2,"Stu Dent
","Altered State
",,2001
October,9,"T.I.
","I'm Serious
",,2001
October,9,"No Limit Records
","West Coast Bad Boyz, Vol. 3: Poppin' Collars
",,2001
October,16,"Blaze Ya Dead Homie
","1 Less G n da Hood
",,2001
October,16,"Masta Ace
","Disposable Arts
",,2001
October,16,"Freestyle Fellowship
","Temptations
",,2001
October,23,"Dilated Peoples
","Expansion Team
",,2001
October,23,"C-Murder
","C-P-3.com
",,2001
October,23,"Vanilla Ice
","Bi-Polar
",,2001
October,23,"DMX
","The Great Depression
",,2001
October,23,"Jayo Felony
","Crip Hop
",,2001
October,23,"La Chat
","Murder She Spoke
",,2001
October,25,"Tunnel Rats
","Tunnel Vision
",,2001
October,30,"Canibus
","C! True Hollywood Stories
",,2001
October,30,"CunninLynguists
","Will Rap for Food
",,2001
October,30,"Erick Sermon
","Music
",,2001
October,30,"Jermaine Dupri
","Instructions
",,2001
October,30,"Three 6 Mafia
","Choices: The Album
",,2001
October,31,"Soopafly
","Dat Whoopty Woop
",,2001
November,6,"The Coup
","Party Music
",,2001
November,6,"Lil' Keke
","Platinum in da Ghetto
",,2001
November,6,"Mitchy Slick
","Trigeration Station
",,2001
November,6,"Outlawz
","Novakane
",,2001
November,6,"Petey Pablo
","Diary of a Sinner: 1st Entry
",,2001
November,6,"The R.O.C.
","Wormholes
",,2001
November,13,"Eyedea & Abilities
","First Born
",,2001
November,13,"Necro
","Gory Days
",,2001
November,13,"UGK
","Dirty Money
",,2001
November,13,"Swollen Members
","Bad Dreams
",,2001
November,20,"Ghostface Killah
","Bulletproof Wallets
",,2001
November,20,"G. Dep
","Child of the Ghetto
",,2001
November,20,"Mac Dre
","It's Not What You Say... It's How You Say It
",,2001
November,20,"Timbaland & Magoo
","Indecent Proposal
",,2001
November,20,"Illogic
","Got Lyrics?
",,2001
November,27,"Busta Rhymes
","Genesis
",,2001
November,27,"Ludacris
","Word of Mouf
",,2001
December,1,"Braintax
","Biro Funk
",,2001
December,4,"De La Soul
","AOI: Bionix
",,2001
December,4,"Cypress Hill
","Stoned Raiders
",,2001
December,4,"Nate Dogg
","Music and Me
",,2001
December,4,"Mack 10
","Bang or Ball
",,2001
December,4,"South Park Mexican
","Never Change
",,2001
December,4,"Fat Joe
","Jealous Ones Still Envy (J.O.S.E.)
",,2001
December,4,"OutKast
","Big Boi and Dre Present...OutKast
",,2001
December,11,"Warren G
","The Return of the Regulator
",,2001
December,11,"Mobb Deep
","Infamy
",,2001
December,15,"Cannibal Ox
","The Cold Vein
",,2001
December,18,"Nas
","Stillmatic
",,2001
December,18,"Wu-Tang Clan
","Iron Flag
",,2001
December,18,"Master P
","Game Face
",,2001
December,18,"Mystikal
","Tarantula
",,2001
December,18,"Ruff Ryders
","Ryde or Die Vol. 3: In the ""R"" We Trust
",,2001
December,18,"Lil' Bow Wow
","Doggy Bag
",,2001
January,4,"Big Hawk
","Under Hawk's Wings
",,2000
January,4,"Jungle Brothers
","V.I.P.
",,2000
January,18,"Killa Tay
","Snake Eyes
",,2000
January,18,"Outsidaz
","Night Life
",,2000
January,18,"MC Breed
","The Thugz, Vol. 1
",,2000
January,25,"The LOX
","We Are the Streets
",,2000
January,25,"Hypnotize Camp Posse
","Three 6 Mafia Presents: Hypnotize Camp Posse
",,2000
January,27,"Lil Boosie
","Youngest of da Camp
",,2000
February,1,"Tha Eastsidaz
","Tha Eastsidaz
",,2000
February,8,"Ghostface Killah
","Supreme Clientele
",,2000
February,8,"MC Breed
","Rare Breed
",,2000
February,8,"Screwball
","Y2K: The Album
",,2000
February,15,"Trick Daddy
","Book of Thugs
",,2000
February,22,"D.I.T.C.
","D.I.T.C.
",,2000
February,22,"Kid Koala
","Carpal Tunnel Syndrome
",,2000
February,29,"Beanie Sigel
","The Truth
",,2000
February,29,"Blackalicious
","Nia
",,2000
February,29,"Bone Thugs-N-Harmony
","BTNHResurrection
",,2000
March,7,"Black Rob
","Life Story
",,2000
March,14,"dead prez
","Let's Get Free
",,2000
March,21,"Ice Cube
","War & Peace Vol. 2 (The Peace Disc)
",,2000
March,21,"3X Krazy
","Dual Committee
",,2000
March,21,"Murder Inc Records
","Irv Gotti Presents: The Murderers
",,2000
March,21,"Trina
","Da Baddest Bitch
",,2000
March,28,"Common
","Like Water for Chocolate
",,2000
March,28,"Drag-On
","Opposite of H2O
",,2000
April,4,"Big Pun
","Yeeeah Baby
",,2000
April,4,"Rah Digga
","Dirty Harriet
",,2000
April,11,"Da Brat
","Unrestricted
",,2000
April,11,"Del the Funky Homosapien
","Both Sides of the Brain
",,2000
April,18,"Psychopathic Records
","Psychopathics from Outer Space
",,2000
April,18,"Tony Touch
","The Piece Maker
",,2000
April,25,"Cypress Hill
","Skull & Bones
",,2000
April,25,"E.S.G.
","City Under Siege
",,2000
April,25,"Ying Yang Twins
","Thug Walkin'
",,2000
April,28,"Looptroop
","Modern Day City Symphony
",,2000
May,2,"504 Boyz
","Goodfellas
",,2000
May,9,"Killah Priest
","View from Masada
",,2000
May,9,"Half a Mill
","Milíon
",,2000
May,9,"Suga Free
","The Konnectid Project, Vol. 1
",,2000
May,16,"DJ Quik
","Balance & Options
",,2000
May,16,"Spice 1
","The Last Dance
",,2000
May,16,"Big Tymers
","I Got That Work
",,2000
May,23,"DenGee
","DenGee Livin'
",,2000
May,23,"Dilated Peoples
","The Platform
",,2000
May,23,"Eminem
","The Marshall Mathers LP
",,2000
May,23,"Latino Velvet
","Velvet City
",,2000
May,23,"Mac Dre
","Heart of a Gangsta, Mind of a Hustla, Tongue of a Pimp
",,2000
May,23,"Sauce Money
","Middle Finger U
",,2000
May,30,"Kid Rock
","The History of Rock
",,2000
May,30,"Zion I
","Mind Over Matter
",,2000
June,6,"People Under the Stairs
","Question in the Form of an Answer
",,2000
June,13,"Mo Thugs Family
","Mo Thugs III: The Mothership
",,2000
June,13,"Quasimoto
","The Unseen
",,2000
June,13,"Slum Village
","Fantastic, Vol. 2
",,2000
June,13,"Three 6 Mafia
","When the Smoke Clears: Sixty 6, Sixty 1
",,2000
June,13,"Z-Ro
","Z-Ro vs. the World
",,2000
June,20,"Afroman
","Because I Got High
",,2000
June,20,"Busta Rhymes
","Anarchy
",,2000
June,20,"Celly Cel
","Deep Conversation
",,2000
June,20,"Jurassic 5
","Quality Control
",,2000
June,20,"MC Eiht
","N' My Neighborhood
",,2000
June,20,"Mr. Serv-On
","War Is Me, Pt. 1: Battle Decisions
",,2000
June,20,"Delinquent Habits
","Merry-Go-Round
",,2000
June,27,"Brotha Lynch Hung
","EBK4
",,2000
June,27,"Erick Sermon
","Erick Onasis
",,2000
June,27,"Freddie Foxxx
","Industry Shakedown
",,2000
June,27,"JT the Bigga Figga
","Puttin' It on the Map
",,2000
June,27,"Lil' Kim
","The Notorious K.I.M.
",,2000
June,27,"Nelly
","Country Grammar
",,2000
July,4,"Ruff Ryders
","Ryde or Die Vol. 2
",,2000
July,11,"C-Bo
","Enemy of the State
",,2000
July,18,"Canibus
","2000 BC
",,2000
July,18,"Big Moe
","City of Syrup
",,2000
July,18,"Lil' Flip
","The Leprechaun
",,2000
July,18,"Channel Live
","Armaghetto
",,2000
July,18,"Dan the Automator
","A Much Better Tomorrow
",,2000
July,25,"Baha Men
","Who Let the Dogs Out
",,2000
July,25,"Kool Keith
","Matthew
",,2000
July,25,"Mr. Marcelo
","Brick Livin'
",,2000
July,25,"Project Pat
","Murderers & Robbers
",,2000
July,31,"Slum Village
","Best Kept Secret
",,2000
August,1,"Big L
","The Big Picture
",,2000
August,8,"De La Soul
","Art Official Intelligence: Mosaic Thump
",,2000
August,8,"Sole
","Bottle of Humans
",,2000
August,15,"Lil Jon & the East Side Boyz
","We Still Crunk!!
",,2000
August,15,"South Park Mexican
","The Purity Album
",,2000
August,22,"Fiend
","Can I Burn?
",,2000
August,22,"Lil' Zane
","Young World: The Future
",,2000
August,22,"Wyclef Jean
","The Ecleftic: 2 Sides II a Book
",,2000
August,29,"Amil
","A.M.I.L. - All Money Is Legal
",,2000
August,29,"Daz Dillinger
","R.A.W.
",,2000
August,29,"Do or Die
","Victory
",,2000
August,29,"Don Cisco
","Oh Boy
",,2000
August,29,"L.V.
","How Long
",,2000
September,5,"Mack 10
","The Paper Route
",,2000
September,5,"C-Murder
","Trapped in Crime
",,2000
September,5,"Aesop Rock
","Float
",,2000
September,12,"Afroman
","Sell Your Dope
",,2000
September,12,"LL Cool J
","G.O.A.T. Featuring James T. Smith: The Greatest of All Time
",,2000
September,12,"Richie Rich
","The Game
",,2000
September,12,"Too Short
","You Nasty
",,2000
September,19,"Cam'ron
","S.D.E.
",,2000
September,19,"Nature
","For All Seasons
",,2000
September,19,"Sean T
","Heated
",,2000
September,19,"Tela
","The World Ain't Enuff
",,2000
September,26,"The Black Eyed Peas
","Bridging the Gap
",,2000
September,26,"Cella Dwellas
","The Last Shall Be First
",,2000
September,26,"Mystikal
","Let's Get Ready
",,2000
September,26,"Shyne
","Shyne
",,2000
September,26,"Shad Moss
","Beware of Dog
",,2000
September,26,"Phife Dawg
","Ventilation: Da LP
",,2000
October,3,"T.W.D.Y.
","Lead the Way
",,2000
October,3,"Eligh
","Gas Dream
",,2000
October,3,"Soul Assassins
","Soul Assassins II
",,2000
October,3,"Guru
","Guru's Jazzmatazz, Vol. 3: Streetsoul
",,2000
October,3,"Scarface
","The Last of a Dying Breed
",,2000
October,3,"Jedi Mind Tricks
","Violent by Design
",,2000
October,10,"E-40
","Loyalty and Betrayal
",,2000
October,10,"Flesh-n-Bone
","5th Dog Let Loose
",,2000
October,10,"Ja Rule
","Rule 3:36
",,2000
October,10,"M.O.P.
","Warriorz
",,2000
